gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
"Chicago Fight Team - Chicago, IL",1,Horacio Gutierrez,https://www.google.com/search?q=Chicago+Fight+Team+-+Chicago%2C+IL+MMA+gym+location+elevation,"Chicago Fight Team - Chicago, IL",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
China Team,1,Bruno Lopes,https://www.google.com/search?q=China+Team+MMA+gym+location+elevation,China Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
China Top Team Beijing,2,Li Jingliang; Yan Xiaonan,https://www.google.com/search?q=China+Top+Team+Beijing+MMA+gym+location+elevation,China Top Team Beijing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"China Top Team SidDaoKou Street, Haidian Diserice",1,Yao Zhikui,https://www.google.com/search?q=China+Top+Team+SidDaoKou+Street%2C+Haidian+Diserice+MMA+gym+location+elevation,"China Top Team SidDaoKou Street, Haidian Diserice",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Church St Boxing Gym,1,Phillipe Nover,https://www.google.com/search?q=Church+St+Boxing+Gym+MMA+gym+location+elevation,Church St Boxing Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Chute Boxe,9,Allan Nascimento; Andre Lima; Daniel Santos; Elves Brener; Jose Ochoa,https://www.google.com/search?q=Chute+Boxe+MMA+gym+location+elevation,Chute Boxe,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Chute Boxe - Sao Paulo,1,Thomas Almeida,https://www.google.com/search?q=Chute+Boxe+-+Sao+Paulo+MMA+gym+location+elevation,Chute Boxe - Sao Paulo,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Chute Boxe Monstro,1,Rafael Tobias,https://www.google.com/search?q=Chute+Boxe+Monstro+MMA+gym+location+elevation,Chute Boxe Monstro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
CIT MMA,1,Dricus Du Plessis,https://www.google.com/search?q=CIT+MMA+MMA+gym+location+elevation,CIT MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
City Kickboxing,12,Blood Diamond; Brad Riddell; Brando Peričić; Cam Rowston; Carlos Ulberg,https://www.google.com/search?q=City+Kickboxing+MMA+gym+location+elevation,City Kickboxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Classic Fight Team, Costa Mesa CA",2,Kay Hansen; Matthew Lopez,https://www.google.com/search?q=Classic+Fight+Team%2C+Costa+Mesa+CA+MMA+gym+location+elevation,"Classic Fight Team, Costa Mesa CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Cloud Akiyama,1,Yoshihiro Akiyama,https://www.google.com/search?q=Cloud+Akiyama+MMA+gym+location+elevation,Cloud Akiyama,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
CM System,2,Felipe Silva; Vitor Petrino,https://www.google.com/search?q=CM+System+MMA+gym+location+elevation,CM System,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Coalizao - Belem, Brazil",1,Michel Prazeres,https://www.google.com/search?q=Coalizao+-+Belem%2C+Brazil+MMA+gym+location+elevation,"Coalizao - Belem, Brazil",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Cobra Kai Victorville,1,Dominick Reyes,https://www.google.com/search?q=Cobra+Kai+Victorville+MMA+gym+location+elevation,Cobra Kai Victorville,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Cobra Team, The Q MMA",1,Shane Collins,https://www.google.com/search?q=Cobra+Team%2C+The+Q+MMA+MMA+gym+location+elevation,"Cobra Team, The Q MMA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Cobra-Kai- Osaka, Japan",1,Kiichi Kunimoto,https://www.google.com/search?q=Cobra-Kai-+Osaka%2C+Japan+MMA+gym+location+elevation,"Cobra-Kai- Osaka, Japan",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Colorado Springs BJJ,1,Raquel Pennington,https://www.google.com/search?q=Colorado+Springs+BJJ+MMA+gym+location+elevation,Colorado Springs BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Combat 1 MMA / Australian Elite Team,1,Jonathan Micallef,https://www.google.com/search?q=Combat+1+MMA+%2F+Australian+Elite+Team+MMA+gym+location+elevation,Combat 1 MMA / Australian Elite Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Combat Sports & Fitness,1,Elisha Ellison,https://www.google.com/search?q=Combat+Sports+%26+Fitness+MMA+gym+location+elevation,Combat Sports & Fitness,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Combat Sports Academy,1,Gaston Bolanos,https://www.google.com/search?q=Combat+Sports+Academy+MMA+gym+location+elevation,Combat Sports Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Combat Submission Wrestling,2,Jessamyn Duke; Josh Barnett,https://www.google.com/search?q=Combat+Submission+Wrestling+MMA+gym+location+elevation,Combat Submission Wrestling,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Complete Fitness & Martial Arts - St. Albert, Alberta",1,Sheldon Westcott,https://www.google.com/search?q=Complete+Fitness+%26+Martial+Arts+-+St.+Albert%2C+Alberta+MMA+gym+location+elevation,"Complete Fitness & Martial Arts - St. Albert, Alberta",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Complete Fitness- St, Alberta/ MMA Lab- Glendale, AZ",1,Mitch Clarke,https://www.google.com/search?q=Complete+Fitness-+St%2C+Alberta%2F+MMA+Lab-+Glendale%2C+AZ+MMA+gym+location+elevation,"Complete Fitness- St, Alberta/ MMA Lab- Glendale, AZ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Constrictor Team Brazilia,1,Rani Yahya,https://www.google.com/search?q=Constrictor+Team+Brazilia+MMA+gym+location+elevation,Constrictor Team Brazilia,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Cosme Junior Team,1,Kevin Christian,https://www.google.com/search?q=Cosme+Junior+Team+MMA+gym+location+elevation,Cosme Junior Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Countershot Guam / Son BJJ Las Vegas,1,Jon Delos Reyes,https://www.google.com/search?q=Countershot+Guam+%2F+Son+BJJ+Las+Vegas+MMA+gym+location+elevation,Countershot Guam / Son BJJ Las Vegas,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Country Club,1,Roy Nelson,https://www.google.com/search?q=Country+Club+MMA+gym+location+elevation,Country Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
cross Fight paris,1,Taylor Lapilus,https://www.google.com/search?q=cross+Fight+paris+MMA+gym+location+elevation,cross Fight paris,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
CSA Team Moldova,1,Ion Cutelaba,https://www.google.com/search?q=CSA+Team+Moldova+MMA+gym+location+elevation,CSA Team Moldova,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Culture of Jiu Jitsu,1,Max Gimenis,https://www.google.com/search?q=Culture+of+Jiu+Jitsu+MMA+gym+location+elevation,Culture of Jiu Jitsu,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Czech Monster Gym,1,Makhmud Muradov,https://www.google.com/search?q=Czech+Monster+Gym+MMA+gym+location+elevation,Czech Monster Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dag Fighter Team,1,Omari Akhmedov,https://www.google.com/search?q=Dag+Fighter+Team+MMA+gym+location+elevation,Dag Fighter Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dan Henderson's Athletic Fitness Center,1,Dan Henderson,https://www.google.com/search?q=Dan+Henderson%27s+Athletic+Fitness+Center+MMA+gym+location+elevation,Dan Henderson's Athletic Fitness Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Daniel Gracie Team,1,Jeremiah Wells,https://www.google.com/search?q=Daniel+Gracie+Team+MMA+gym+location+elevation,Daniel Gracie Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dante Rivera BJJ,2,Eric Nolan; Luke Fernandez,https://www.google.com/search?q=Dante+Rivera+BJJ+MMA+gym+location+elevation,Dante Rivera BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dar Team,1,Asu Almabayev,https://www.google.com/search?q=Dar+Team+MMA+gym+location+elevation,Dar Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Destruction MMA- Park Hills,1,Alex White,https://www.google.com/search?q=Destruction+MMA-+Park+Hills+MMA+gym+location+elevation,Destruction MMA- Park Hills,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Diaz Combat Sports,1,Jamie Siraj,https://www.google.com/search?q=Diaz+Combat+Sports+MMA+gym+location+elevation,Diaz Combat Sports,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Dinky Ninja Fight Team, Fife Scotland",2,Joanne Wood; Stevie Ray,https://www.google.com/search?q=Dinky+Ninja+Fight+Team%2C+Fife+Scotland+MMA+gym+location+elevation,"Dinky Ninja Fight Team, Fife Scotland",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dragons Den Fight Club,1,Marek Bujlo,https://www.google.com/search?q=Dragons+Den+Fight+Club+MMA+gym+location+elevation,Dragons Den Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dutch Style MMA/ UFC Gym Lombard IL,1,Curtis Blaydes,https://www.google.com/search?q=Dutch+Style+MMA%2F+UFC+Gym+Lombard+IL+MMA+gym+location+elevation,Dutch Style MMA/ UFC Gym Lombard IL,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Dynamix MMA,1,Jordan Wright,https://www.google.com/search?q=Dynamix+MMA+MMA+gym+location+elevation,Dynamix MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
ECR Fight Center,1,Montse Rendon,https://www.google.com/search?q=ECR+Fight+Center+MMA+gym+location+elevation,ECR Fight Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Eduardo Full House,1,Antonio Trocoli,https://www.google.com/search?q=Eduardo+Full+House+MMA+gym+location+elevation,Eduardo Full House,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"El Nino Training Center - San Francisco, CA",3,Gilbert Melendez; Hyder Amil; Leslie Smith,https://www.google.com/search?q=El+Nino+Training+Center+-+San+Francisco%2C+CA+MMA+gym+location+elevation,"El Nino Training Center - San Francisco, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Elevation Fight Team - Denver, CO",6,Bojan Velickovic; Brandon Thatch; Cat Zingano; Drew Dober; Neil Magny,https://www.google.com/search?q=Elevation+Fight+Team+-+Denver%2C+CO+MMA+gym+location+elevation,"Elevation Fight Team - Denver, CO",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Elite MMA Gym,1,Bas Rutten,https://www.google.com/search?q=Elite+MMA+Gym+MMA+gym+location+elevation,Elite MMA Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Elite Training Center,1,Josias Musasa,https://www.google.com/search?q=Elite+Training+Center+MMA+gym+location+elevation,Elite Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Entram Gym,3,Daniel Barez; Jesus Aguilar; Silvana Gomez Juarez,https://www.google.com/search?q=Entram+Gym+MMA+gym+location+elevation,Entram Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Entram Gym (Tijuana, Mexico) and Alliance MMA (San Diego, CA)",1,Henry Briones,https://www.google.com/search?q=Entram+Gym+%28Tijuana%2C+Mexico%29+and+Alliance+MMA+%28San+Diego%2C+CA%29+MMA+gym+location+elevation,"Entram Gym (Tijuana, Mexico) and Alliance MMA (San Diego, CA)",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Entram Gym - Tijuana, Baja CA",3,Akbarh Arreola; Marcelo Rojo; Marco Polo Reyes,https://www.google.com/search?q=Entram+Gym+-+Tijuana%2C+Baja+CA+MMA+gym+location+elevation,"Entram Gym - Tijuana, Baja CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
